,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,
Cosmasyrinx,0,Mollusca,Gastropoda,Neogastropoda,Turridae,Cosmasyrinx (Tholitoma),actively mobile,epifaunal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes
Costatomphalus,0,Mollusca,Gastropoda,0,Liotiidae,Costatomphalus,actively mobile,epifaunal,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes
Craspedites,0,Mollusca,Cephalopoda,Ammonitida,Polyptychitidae,Craspedites,fast-moving,nektonic,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,No
Crassatella,0,Mollusca,Bivalvia,Carditida,Crassatellidae,Crassatella,facultatively mobile,shallow infaunal,3,216,17,1,0,0,1,0,1,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,No
Crassatellites,0,Mollusca,Bivalvia,Carditida,Crassatellidae,Crassatella,facultatively mobile,shallow infaunal,0,1,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,No
Crassostrea,0,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,"stationary, attached",epifaunal,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,No
Cremnoceramus,0,Mollusca,Bivalvia,Myalinida,Inoceramidae,Cremnoceramus,facultatively mobile,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,NA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No
Crenella,0,Mollusca,Bivalvia,Mytilida,Mytilidae,Crenella,"stationary, attached",epifaunal,1,66,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,No
Creonella,0,Mollusca,Gastropoda,0,Pyramidellidae,Creonella,actively mobile,epifaunal,0,58,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No
Cretadmete,0,Mollusca,Gastropoda,0,Admetidae,Cretadmete,actively mobile,epifaunal,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes
Cretaxinus,0,Mollusca,Bivalvia,Lucinida,Thyasiridae,Cretaxinus,facultatively mobile,infaunal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Yes
Crioceras,0,Mollusca,Cephalopoda,Ammonitida,Crioceratitidae,Crioceras (Acanthodiscus),fast-moving,nektonic,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Crioceratites,0,Mollusca,Cephalopoda,Ammonitida,Crioceratitidae,Crioceratites (Crioceratites),fast-moving,nektonic,0,0,0,0,0,0,0,0,0,25,42,7,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,No
Criosarasinella,0,Mollusca,Cephalopoda,Ammonitida,Neocomitidae,Criosarasinella,fast-moving,nektonic,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Cristalloella,0,Mollusca,Gastropoda,Allogastropoda,Tofanellidae,Cristalloella (Wonwalica),actively mobile,epifaunal,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes
Cryptometoicoceras,0,Mollusca,Cephalopoda,Ammonitida,Acanthoceratidae,Cryptometoicoceras,fast-moving,nektonic,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Cryptorhytis,0,Mollusca,Gastropoda,Neogastropoda,Fasciolariidae,Cryptorhytis,actively mobile,epifaunal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes
Cryptotexanites,0,Mollusca,Cephalopoda,Ammonitida,Collignoniceratidae,Cryptotexanites,fast-moving,nektonic,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Ctenoides,0,Mollusca,Bivalvia,Pectinida,Limidae,Ctenoides,facultatively mobile,epifaunal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Yes
Ctenostreon,0,Mollusca,Bivalvia,Pectinida,Limidae,Ctenostreon,"stationary, attached",low-level epifaunal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Yes
Cubitostrea,0,Mollusca,Bivalvia,Ostreida,Ostreidae,Cubitostrea,"stationary, attached",epifaunal,2,207,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,No
Cucullaea,0,Mollusca,Bivalvia,Arcida,Cucullaeidae,Cucullaea (Cucullastis),facultatively mobile,infaunal,20,35,1,1,2,11,14,2,2,0,0,0,1,0,3,1,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,No
Cuna,Middle Campanian,Mollusca,Bivalvia,Carditida,Condylocardiidae,Cuna,facultatively mobile,epifaunal,0,68,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No
Cuneocorbula,0,Mollusca,Bivalvia,Pholadida,Corbulidae,Cuneocorbula,"stationary, attached",infaunal,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,No
Cunningtoniceras,0,Mollusca,Cephalopoda,Ammonitida,Acanthoceratidae,Cunningtoniceras,fast-moving,nektonic,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Curtocaprina,0,Mollusca,Bivalvia,Hippuritida,Ichthyosarcolitidae,Curtocaprina,stationary,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Yes
Curvostrea,0,Mollusca,Bivalvia,Ostreida,Ostreidae,Curvostrea,"stationary, attached",epifaunal,0,7,2,4,4,17,26,1,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,No
Cuspidaria,0,Mollusca,Bivalvia,Poromyida,Cuspidariidae,Cuspidaria,facultatively mobile,infaunal,4,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,No
Cyclorismina,0,Mollusca,Bivalvia,Veneroidei,Veneridae,Cyclorismina,facultatively mobile,infaunal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Yes
Cylichna,0,Mollusca,Gastropoda,Cephalaspidea,Cylichnidae,Cylichna,actively mobile,epifaunal,0,46,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No
Cylindroteuthis,0,Mollusca,Cephalopoda,0,Belemnitidae,Cylindroteuthis,fast-moving,nektonic,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Cylindrotruncatum,0,Mollusca,Gastropoda,Architectibranchia,Acteocinidae,Cylindrotruncatum,actively mobile,epifaunal,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No
Cymahoplites,0,Mollusca,Cephalopoda,Ammonitida,Cleoniceratidae,Cymahoplites,fast-moving,nektonic,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Cymatoceras,0,Mollusca,Cephalopoda,Nautilida,Nautilidae,Cymatoceras,actively mobile,nektonic,0,20,11,4,0,12,16,38,32,14,27,4,2,0,4,4,0,6,2,1,9,2,5,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,No
Cymbophora,0,Mollusca,Bivalvia,Veneroidei,Mactridae,Cymbophora,facultatively mobile,infaunal,0,1,1,2,1,0,2,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,No
Cypraedia,0,Mollusca,Gastropoda,0,Pediculariidae,Cypraedia (Cypraedia),actively mobile,epifaunal,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes
Cyprimeria,0,Mollusca,Bivalvia,Veneroidei,Veneridae,Cyprimeria,facultatively mobile,infaunal,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,No
Cyprina,0,Mollusca,Bivalvia,Veneroidei,Arcticidae,Anisocardia,facultatively mobile,infaunal,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,No
Cyproglobina,0,Mollusca,Gastropoda,0,Pediculariidae,Cyproglobina (Cyproglobina),actively mobile,epifaunal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes
Cyrtodaria,0,Mollusca,Bivalvia,Hiatellida,Hiatellidae,Cyrtodaria,facultatively mobile,infaunal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Yes
Dacromya,0,Mollusca,Bivalvia,Nuculanida,Nuculanidae,Dacromya,facultatively mobile,infaunal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Yes
Dalmasiceras,0,Mollusca,Cephalopoda,Ammonitida,Himalayitidae,Dalmasiceras,fast-moving,nektonic,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Damesites,0,Mollusca,Cephalopoda,Ammonitida,Desmoceratidae,Damesites,fast-moving,nektonic,0,2,4,7,5,0,0,0,0,0,0,0,0,0,12,1,0,3,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,No
Danilia,0,Mollusca,Gastropoda,0,Turcicidae,Danilia,actively mobile,epifaunal,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes
Debrunia,0,Mollusca,Bivalvia,Hippuritida,Monopleuridae,Debrunia,"stationary, attached","intermediate-level epifaunal, gregarious",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,Yes
Deikella,0,Mollusca,Gastropoda,0,Turbinidae,Deikella,actively mobile,epifaunal,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes
Delclosia,0,Mollusca,Gastropoda,Cephalaspidea,Atyidae,Delclosia,actively mobile,epifaunal,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes
Delectopecten,0,Mollusca,Bivalvia,Pectinida,Pectinidae,Delectopecten,actively mobile,epifaunal,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes
Delpeya,0,Mollusca,Gastropoda,0,Discohelicidae,Delpeya,actively mobile,epifaunal,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No
Delphinella,0,Mollusca,Cephalopoda,Ammonitida,Neocomitidae,Delphinella,fast-moving,nektonic,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Delphinites,0,Mollusca,Cephalopoda,Ammonitida,Neocomitidae,Delphinites (Pseudogarnieria),fast-moving,nektonic,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Deltocymatoceras,0,Mollusca,Cephalopoda,Nautilida,Nautilidae,Deltocymatoceras,actively mobile,nektonic,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Yes
Deltoideum,0,Mollusca,Bivalvia,Ostreida,Gryphaeidae,Deltoideum (Boreiodeltoideum),"stationary, attached",epifaunal,0,0,0,0,0,0,0,0,0,0,0,12,6,4,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,No
Deltoidonautilus,0,Mollusca,Cephalopoda,Nautilida,Hercoglossidae,Deltoidonautilus,actively mobile,nektobenthic,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,No
Dentalium,0,Mollusca,Scaphopoda,Dentaliida,Dentaliidae,Dentalium,slow-moving,semi-infaunal,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,Yes
Dentonia,0,Mollusca,Bivalvia,Veneroidei,Corbiculidae,Dentonia,facultatively mobile,infaunal,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Yes
Deshayesites,0,Mollusca,Cephalopoda,Ammonitida,Deshayesitidae,Deshayesites,fast-moving,nektonic,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Desmoceras,0,Mollusca,Cephalopoda,Ammonitida,Desmoceratidae,Desmoceras,fast-moving,nektonic,0,0,0,0,0,1,38,103,0,1,0,0,0,0,0,0,0,0,26,10,45,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,No
Desmophyllites,0,Mollusca,Cephalopoda,Ammonitida,Desmoceratidae,Desmophyllites,fast-moving,0,0,19,21,5,6,0,0,0,0,0,0,0,0,0,11,2,2,14,0,0,0,0,0,0,NA,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,No
Deussenia,0,Mollusca,Gastropoda,Neogastropoda,Melongenidae,Deussenia,actively mobile,epifaunal,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes
Dhondtichlamys,0,Mollusca,Bivalvia,Pectinida,Pectinidae,Dhondtichlamys,facultatively mobile,low-level epifaunal,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,No
Diadochoceras,0,Mollusca,Cephalopoda,Ammonitida,Parahoplitidae,Diadochoceras,fast-moving,nektonic,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,No
Diastoma,0,Mollusca,Gastropoda,Sorbeoconcha,Diastomatidae,Diastoma,actively mobile,epifaunal,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes
Dichotomites,0,Mollusca,Cephalopoda,Ammonitida,Polyptychitidae,Dichotomites (Prodichotomites),fast-moving,nektonic,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,No
Dicranodonta,0,Mollusca,Bivalvia,Arcida,Cucullaeidae,Dicranodonta,facultatively mobile,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Yes
Didymoceras,0,Mollusca,Cephalopoda,Ammonitida,Nostoceratidae,Didymoceras,fast-moving,nektonic,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,No
Dimitobelus,0,Mollusca,Cephalopoda,Belemnitida,Dimitobelidae,Dimitobelus (Dimitocamax),fast-moving,nektonic,0,0,5,0,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,No
Diplomoceras,0,Mollusca,Cephalopoda,Ammonitida,Diplomoceratidae,Diplomoceras,fast-moving,nektonic,0,77,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,No
Dipoloceras,0,Mollusca,Cephalopoda,Ammonitida,Brancoceratidae,Dipoloceras (Dipoloceras),fast-moving,nektonic,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Dipoloceroides,0,Mollusca,Cephalopoda,Ammonitida,Brancoceratidae,Dipoloceroides,fast-moving,nektonic,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Discohoplites,0,Mollusca,Cephalopoda,Ammonitida,Hoplitidae,Discohoplites,fast-moving,nektonic,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Discoidellia,0,Mollusca,Cephalopoda,Ammonitida,Pulchelliidae,Discoidellia,fast-moving,nektonic,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Discoscaphites,Late Maastrichtian,Mollusca,Cephalopoda,Ammonitida,Scaphitidae,Discoscaphites,fast-moving,nektonic,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Distoloceras,0,Mollusca,Cephalopoda,Ammonitida,Neocomitidae,Distoloceras,fast-moving,nektonic,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Djurjuriceras,0,Mollusca,Cephalopoda,Ammonoidea,0,Djurjuriceras,fast-moving,nektonic,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Donenriquoceras,0,Mollusca,Cephalopoda,Ammonitida,Pseudotissotiidae,Donenriquoceras,fast-moving,nektonic,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Dorsoplanites,0,Mollusca,Cephalopoda,Ammonitida,Perisphinctidae,Dorsoplanites,fast-moving,nektonic,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Dosinia,0,Mollusca,Bivalvia,Veneroidei,Veneridae,Dosinia,facultatively mobile,infaunal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Yes
Douvilleiceras,0,Mollusca,Cephalopoda,Ammonitida,Douvilleiceratidae,Douvilleiceras,fast-moving,nektonic,0,0,0,0,0,1,0,76,0,1,0,0,0,0,0,0,0,0,51,6,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,No
Drepanocheilus,0,Mollusca,Gastropoda,0,Aporrhaidae,Drepanocheilus,slow-moving,semi-infaunal,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,Yes
Drepanochilus,0,Mollusca,Gastropoda,0,Aporrhaidae,Drepanochilus,slow-moving,semi-infaunal,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,Yes
Drilluta,0,Mollusca,Gastropoda,Neogastropoda,Fasciolariidae,Drilluta,actively mobile,epifaunal,0,27,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No
